id,bill_amount,quantity,sales_id,product_id,store_id,created_at,invoice_number,mis_reporting_category,bill_amount_generic,Month
949,319.88,2,716,18487,36,2024-06-24 16:19:07.000000,SC2502000205,Branded,0.0,June-24
49,,15,96,13081,28,2024-05-22 13:23:38.000000,SC2402400030,Branded,0.0,May-24
57,,5,103,11375,28,2024-05-23 13:59:44.000000,SC2402400031,Branded,0.0,May-24
58,,2,103,11377,28,2024-05-23 13:59:44.000000,SC2402400031,Branded,0.0,May-24
59,,4,103,13027,28,2024-05-23 13:59:44.000000,SC2402400031,Branded,0.0,May-24
663,33.9,1,555,19539,36,2024-06-20 15:49:22.000000,SC2502000125,Branded,0.0,June-24
664,742.47,10,555,13081,36,2024-06-20 15:49:22.000000,SC2502000125,Branded,0.0,June-24
686,33.9,1,566,19539,36,2024-06-20 16:14:24.000000,SC2502000129,Branded,0.0,June-24
687,742.47,10,566,13081,36,2024-06-20 16:14:24.000000,SC2502000129,Branded,0.0,June-24
709,3971.2,10,581,14839,25,2024-06-21 12:16:42.000000,SC2500500008,Branded,0.0,June-24
710,446.25,5,581,24054,25,2024-06-21 12:16:42.000000,SC2500500008,Branded,0.0,June-24
711,3952.5,6,581,13108,25,2024-06-21 12:16:42.000000,SC2500500008,Branded,0.0,June-24
854,817.92,32,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
855,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
746,747.31,10,601,13081,36,2024-06-21 18:41:19.000000,SC2502000151,Branded,0.0,June-24
747,75.79,1,601,30196,36,2024-06-21 18:41:19.000000,SC2502000151,Generic,75.79,June-24
856,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
857,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
784,747.31,10,621,13081,36,2024-06-21 19:07:02.000000,SC2502000153,Branded,0.0,June-24
785,75.79,1,621,30196,36,2024-06-21 19:07:02.000000,SC2502000153,Generic,75.79,June-24
804,747.31,10,631,13081,36,2024-06-21 19:12:52.000000,SC2502000156,Branded,0.0,June-24
468,167.62,2,449,13081,36,2024-06-07 08:38:54.000000,SC2502000038,Branded,0.0,June-24
805,75.79,1,631,30196,36,2024-06-21 19:12:52.000000,SC2502000156,Generic,75.79,June-24
820,1482.48,58,641,19541,36,2024-06-23 08:51:07.000000,SC2502000166,Branded,0.0,June-24
858,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
859,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
860,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
861,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
862,25.56,1,656,19541,36,2024-06-24 12:11:45.000000,SC2502000176,Branded,0.0,June-24
87,,40,149,21474,28,2024-05-23 23:22:29.000000,SC2402400033,Branded,0.0,May-24
88,,5,151,21474,28,2024-05-23 23:29:10.000000,SC2402400034,Branded,0.0,May-24
89,,1,152,21474,28,2024-05-23 23:31:24.000000,SC2402400035,Branded,0.0,May-24
90,,1,153,21474,28,2024-05-23 23:32:21.000000,SC2402400036,Branded,0.0,May-24
881,838.1,10,666,13081,36,2024-06-24 12:43:24.000000,SC2502000186,Branded,0.0,June-24
1619,327.5,5,1139,20624,36,2024-07-29 15:20:21.000000,SC2502000433,Branded,0.0,July-24
688,33.9,1,571,19539,36,2024-06-20 16:59:41.000000,SC2502000130,Branded,0.0,June-24
689,742.47,10,571,13081,36,2024-06-20 16:59:41.000000,SC2502000130,Branded,0.0,June-24
712,83.46,6,582,21472,36,2024-06-21 13:07:04.000000,SC2502000139,Branded,0.0,June-24
713,170.0,10,582,18504,36,2024-06-21 13:07:04.000000,SC2502000139,Generic,170.0,June-24
714,369.0,3,582,25549,36,2024-06-21 13:07:04.000000,SC2502000139,Branded,0.0,June-24
715,114.76,2,582,13089,36,2024-06-21 13:07:04.000000,SC2502000139,Branded,0.0,June-24
716,34.0,2,582,14020,36,2024-06-21 13:07:04.000000,SC2502000139,Generic,34.0,June-24
717,55.94,2,582,13998,36,2024-06-21 13:07:04.000000,SC2502000139,Branded,0.0,June-24
912,628.07,4,681,18487,36,2024-06-24 13:25:39.000000,SC2502000189,Branded,0.0,June-24
748,69.55,5,602,21472,36,2024-06-21 18:41:30.000000,SC2502000152,Branded,0.0,June-24
863,838.1,10,657,13081,36,2024-06-24 12:22:09.000000,SC2502000177,Branded,0.0,June-24
786,747.31,10,622,13081,36,2024-06-21 19:08:00.000000,SC2502000154,Branded,0.0,June-24
787,75.79,1,622,30196,36,2024-06-21 19:08:00.000000,SC2502000154,Generic,75.79,June-24
806,127.8,5,632,19541,36,2024-06-21 20:24:14.000000,SC2502000157,Branded,0.0,June-24
807,594.16,28,632,19339,36,2024-06-21 20:24:14.000000,SC2502000157,Branded,0.0,June-24
821,1533.6,60,642,19541,36,2024-06-23 08:52:05.000000,SC2502000167,Branded,0.0,June-24
864,639.76,4,657,18487,36,2024-06-24 12:22:09.000000,SC2502000177,Branded,0.0,June-24
882,639.76,4,666,18487,36,2024-06-24 12:43:24.000000,SC2502000186,Branded,0.0,June-24
1328,30.0,3,953,21474,23,2024-07-18 12:10:34.000000,SC2500400001,Branded,0.0,July-24
911,822.79,10,681,13081,36,2024-06-24 13:25:39.000000,SC2502000189,Branded,0.0,June-24
924,335.24,4,696,13081,36,2024-06-24 14:47:50.000000,SC2502000196,Branded,0.0,June-24
925,319.88,2,696,18487,36,2024-06-24 14:47:50.000000,SC2502000196,Branded,0.0,June-24
950,335.24,4,717,13081,36,2024-06-24 16:19:45.000000,SC2502000206,Branded,0.0,June-24
951,319.88,2,717,18487,36,2024-06-24 16:19:45.000000,SC2502000206,Branded,0.0,June-24
964,6.6,6,723,28493,36,2024-06-24 16:37:27.000000,SC2502000211,Branded,0.0,June-24
992,20.4,4,741,28493,36,2024-06-25 16:18:40.000000,SC2502000223,Branded,0.0,June-24
1010,304.74,2,751,18487,36,2024-06-25 16:46:21.000000,SC2502000229,Branded,0.0,June-24
833,754.96,10,648,13081,36,2024-06-24 11:26:20.000000,SC2502000169,Branded,0.0,June-24
690,,27,572,21472,25,2024-06-20 17:06:00.000000,SC2500500007,Branded,0.0,June-24
718,354.72,3,583,20644,36,2024-06-21 14:19:28.000000,SC2502000140,Branded,0.0,June-24
736,191.35,5,593,19539,36,2024-06-21 18:12:50.000000,SC2502000144,Branded,0.0,June-24
834,76.57,1,648,30196,36,2024-06-24 11:26:20.000000,SC2502000169,Generic,76.57,June-24
835,76.57,1,648,30196,36,2024-06-24 11:26:20.000000,SC2502000169,Generic,76.57,June-24
865,838.1,10,658,13081,36,2024-06-24 12:26:02.000000,SC2502000178,Branded,0.0,June-24
788,747.31,10,623,13081,36,2024-06-21 19:09:16.000000,SC2502000155,Branded,0.0,June-24
789,75.79,1,623,30196,36,2024-06-21 19:09:16.000000,SC2502000155,Generic,75.79,June-24
808,27.82,2,633,21472,36,2024-06-22 14:30:54.000000,SC2502000158,Branded,0.0,June-24
822,1599.65,115,643,21472,36,2024-06-24 10:51:31.000000,SC2502000168,Branded,0.0,June-24
866,639.76,4,658,18487,36,2024-06-24 12:26:02.000000,SC2502000178,Branded,0.0,June-24
965,20.4,4,724,28493,36,2024-06-24 16:39:56.000000,SC2502000212,Branded,0.0,June-24
913,766.09,10,682,13081,36,2024-06-24 14:17:01.000000,SC2502000190,Branded,0.0,June-24
914,584.79,4,682,18487,36,2024-06-24 14:17:01.000000,SC2502000190,Branded,0.0,June-24
926,183.6,3,697,25612,25,2024-06-24 15:06:34.000000,SC2500500010,Branded,0.0,June-24
952,139.1,10,718,21472,36,2024-06-24 16:20:55.000000,SC2502000207,Branded,0.0,June-24
993,15.3,3,742,28493,36,2024-06-25 16:22:48.000000,SC2502000224,Branded,0.0,June-24
971,19.55,5,730,21472,36,2024-06-24 18:27:35.000000,SC2502000215,Branded,0.0,June-24
984,321.42,4,736,13081,36,2024-06-25 11:23:01.000000,SC2502000218,Branded,0.0,June-24
985,306.7,2,736,18487,36,2024-06-25 11:23:01.000000,SC2502000218,Branded,0.0,June-24
1001,321.42,4,748,13081,36,2024-06-25 16:37:27.000000,SC2502000228,Branded,0.0,June-24
1002,306.7,2,748,18487,36,2024-06-25 16:37:27.000000,SC2502000228,Branded,0.0,June-24
1015,319.38,4,754,13081,36,2024-06-25 17:47:45.000000,SC2502000230,Branded,0.0,June-24
1016,304.74,2,754,18487,36,2024-06-25 17:47:45.000000,SC2502000230,Branded,0.0,June-24
1021,568.74,3,755,11387,130,2024-06-25 19:26:23.000000,SC2500200001,Generic,568.74,June-24
1022,113.9,2,755,21666,130,2024-06-25 19:26:23.000000,SC2500200001,Branded,0.0,June-24
1023,237.15,3,755,24886,130,2024-06-25 19:26:23.000000,SC2500200001,Branded,0.0,June-24
1024,193.8,4,755,24888,130,2024-06-25 19:26:23.000000,SC2500200001,Branded,0.0,June-24
837,85.0,1,649,30196,36,2024-06-24 11:28:00.000000,SC2502000170,Generic,85.0,June-24
838,85.0,1,649,30196,36,2024-06-24 11:28:00.000000,SC2502000170,Generic,85.0,June-24
836,838.1,10,649,13081,36,2024-06-24 11:28:00.000000,SC2502000170,Branded,0.0,June-24
691,33.9,1,573,19539,36,2024-06-20 17:31:28.000000,SC2502000131,Branded,0.0,June-24
692,742.47,10,573,13081,36,2024-06-20 17:31:28.000000,SC2502000131,Branded,0.0,June-24
719,211.8,10,584,28606,36,2024-06-21 14:22:38.000000,SC2502000141,Generic,211.8,June-24
720,845.75,5,584,11533,36,2024-06-21 14:22:38.000000,SC2502000141,Branded,0.0,June-24
737,111.28,8,594,21472,36,2024-06-21 18:15:29.000000,SC2502000145,Branded,0.0,June-24
867,838.1,10,659,13081,36,2024-06-24 12:27:02.000000,SC2502000179,Branded,0.0,June-24
868,639.76,4,659,18487,36,2024-06-24 12:27:02.000000,SC2502000179,Branded,0.0,June-24
885,838.1,10,668,13081,36,2024-06-24 13:16:13.000000,SC2502000187,Branded,0.0,June-24
886,639.76,4,668,18487,36,2024-06-24 13:16:13.000000,SC2502000187,Branded,0.0,June-24
1329,10.0,1,953,21474,23,2024-07-18 12:10:34.000000,SC2500400001,Branded,0.0,July-24
1330,10.0,1,953,21474,23,2024-07-18 12:10:34.000000,SC2500400001,Branded,0.0,July-24
809,28.56,1,634,21474,36,2024-06-22 16:38:44.000000,SC2502000159,Branded,0.0,June-24
915,1062.5,25,688,28600,36,2024-06-24 14:29:37.000000,SC2502000192,Branded,0.0,June-24
927,752.25,3,698,21745,36,2024-06-24 15:19:15.000000,SC2502000197,Branded,0.0,June-24
940,335.24,4,712,13081,36,2024-06-24 16:13:29.000000,SC2502000201,Branded,0.0,June-24
941,319.88,2,712,18487,36,2024-06-24 16:13:29.000000,SC2502000201,Branded,0.0,June-24
942,85.0,1,712,30196,36,2024-06-24 16:13:29.000000,SC2502000201,Generic,85.0,June-24
953,321.42,4,719,13081,36,2024-06-24 16:27:59.000000,SC2502000208,Branded,0.0,June-24
954,306.7,2,719,18487,36,2024-06-24 16:27:59.000000,SC2502000208,Branded,0.0,June-24
966,20.4,4,725,28493,36,2024-06-24 16:42:06.000000,SC2502000213,Branded,0.0,June-24
972,0.4,4,731,28493,36,2024-06-24 18:33:41.000000,SC2502000216,Branded,0.0,June-24
994,40.8,8,743,28493,36,2024-06-25 16:23:26.000000,SC2502000225,Branded,0.0,June-24
1331,10.0,1,953,21474,23,2024-07-18 12:10:34.000000,SC2500400001,Branded,0.0,July-24
986,321.42,4,737,13081,36,2024-06-25 11:40:07.000000,SC2502000219,Branded,0.0,June-24
987,306.7,2,737,18487,36,2024-06-25 11:40:07.000000,SC2502000219,Branded,0.0,June-24
1354,17.28,2,968,22098,36,2024-07-19 14:47:27.000000,SC2502000354,Branded,0.0,July-24
467,980.0,5,448,11835,36,2024-06-07 07:48:08.000000,SC2502000037,Branded,0.0,June-24
840,639.76,4,650,18487,36,2024-06-24 11:31:36.000000,SC2502000171,Branded,0.0,June-24
841,57.12,2,650,21474,36,2024-06-24 11:31:36.000000,SC2502000171,Branded,0.0,June-24
839,838.1,10,650,13081,36,2024-06-24 11:31:36.000000,SC2502000171,Branded,0.0,June-24
693,33.9,1,574,19539,36,2024-06-20 17:34:58.000000,SC2502000132,Branded,0.0,June-24
694,742.47,10,574,13081,36,2024-06-20 17:34:58.000000,SC2502000132,Branded,0.0,June-24
721,212.67,3,585,22013,25,2024-06-21 15:15:58.000000,SC2500500009,Branded,0.0,June-24
722,561.0,2,585,24811,25,2024-06-21 15:15:58.000000,SC2500500009,Branded,0.0,June-24
738,913.9,13,595,13236,36,2024-06-21 18:19:34.000000,SC2502000146,Branded,0.0,June-24
869,838.1,10,660,13081,36,2024-06-24 12:28:08.000000,SC2502000180,Branded,0.0,June-24
870,639.76,4,660,18487,36,2024-06-24 12:28:08.000000,SC2502000180,Branded,0.0,June-24
810,51.12,2,635,19541,36,2024-06-22 16:43:48.000000,SC2502000160,Branded,0.0,June-24
811,51.0,10,635,28493,36,2024-06-22 16:43:48.000000,SC2502000160,Branded,0.0,June-24
887,838.1,10,669,13081,36,2024-06-24 13:17:26.000000,SC2502000188,Branded,0.0,June-24
888,639.76,4,669,18487,36,2024-06-24 13:17:26.000000,SC2502000188,Branded,0.0,June-24
91,,1,154,21474,28,2024-05-23 23:33:27.000000,SC2402000001,Branded,0.0,May-24
92,,1,155,21474,28,2024-05-23 23:34:12.000000,SC2402400038,Branded,0.0,May-24
93,,1,156,21474,28,2024-05-23 23:34:36.000000,SC2402400039,Branded,0.0,May-24
94,,1,157,21474,28,2024-05-23 23:34:58.000000,SC2402400040,Branded,0.0,May-24
95,,1,158,21474,28,2024-05-23 23:35:22.000000,SC2402400041,Branded,0.0,May-24
96,,1,159,21474,28,2024-05-23 23:36:01.000000,SC2402400042,Branded,0.0,May-24
97,,1,160,21474,28,2024-05-23 23:36:20.000000,SC2402400043,Branded,0.0,May-24
98,,1,161,21474,28,2024-05-23 23:37:28.000000,SC2402400044,Branded,0.0,May-24
99,,1,162,21474,28,2024-05-23 23:40:44.000000,SC2402400045,Branded,0.0,May-24
100,,1,163,21474,28,2024-05-23 23:53:57.000000,SC2402400046,Branded,0.0,May-24
105,,5,199,11769,28,2024-05-24 07:34:37.000000,SC2402400050,Branded,0.0,May-24
106,,5,200,11769,28,2024-05-24 07:35:53.000000,SC2402400051,Branded,0.0,May-24
107,,5,201,11769,28,2024-05-24 07:40:15.000000,SC2402400052,Branded,0.0,May-24
108,,5,202,11769,28,2024-05-24 07:40:27.000000,SC2402400053,Branded,0.0,May-24
109,,5,203,11769,28,2024-05-24 07:42:50.000000,SC2402400054,Branded,0.0,May-24
243,,1,295,23676,28,2024-05-29 20:06:56.000000,SC2402400138,Branded,0.0,May-24
244,,2,298,22188,29,2024-05-30 06:41:52.000000,SC2501800001,Branded,0.0,May-24
245,,1,298,23676,29,2024-05-30 06:41:52.000000,SC2501800001,Branded,0.0,May-24
1620,50.0,5,1140,21474,24,2024-07-29 15:28:42.000000,SC2500600005,Branded,0.0,July-24
110,,5,204,11769,28,2024-05-24 07:44:51.000000,SC2402400055,Branded,0.0,May-24
111,,5,205,11769,28,2024-05-24 08:00:22.000000,SC2402400056,Branded,0.0,May-24
112,,5,206,11769,28,2024-05-24 08:01:00.000000,SC2402400057,Branded,0.0,May-24
113,,5,207,11769,28,2024-05-24 08:07:19.000000,SC2402400058,Branded,0.0,May-24
114,,5,208,11769,28,2024-05-24 08:14:43.000000,SC2402400059,Branded,0.0,May-24
115,,5,209,11769,28,2024-05-24 08:15:16.000000,SC2402400060,Branded,0.0,May-24
116,,5,210,11769,28,2024-05-24 08:15:48.000000,SC2402400061,Branded,0.0,May-24
117,,5,211,11769,28,2024-05-24 08:16:19.000000,SC2402400062,Branded,0.0,May-24
118,,5,212,11769,28,2024-05-24 08:19:04.000000,SC2402400063,Branded,0.0,May-24
119,,5,213,11769,28,2024-05-24 08:19:18.000000,SC2402400064,Branded,0.0,May-24
120,,5,214,11769,28,2024-05-24 08:20:00.000000,SC2402400065,Branded,0.0,May-24
121,,5,215,11769,28,2024-05-24 08:21:05.000000,SC2402400066,Branded,0.0,May-24
101,,10,96,13081,28,2024-05-22 13:23:38.000000,SC2402400030,Branded,0.0,May-24
122,,5,216,11769,28,2024-05-24 08:22:04.000000,SC2402400067,Branded,0.0,May-24
123,,5,217,11769,28,2024-05-24 08:22:21.000000,SC2402400068,Branded,0.0,May-24
124,,5,218,11769,28,2024-05-24 08:22:51.000000,SC2402400069,Branded,0.0,May-24
125,,5,219,11769,28,2024-05-24 08:25:51.000000,SC2402400070,Branded,0.0,May-24
126,,5,220,11769,28,2024-05-24 08:26:08.000000,SC2402400071,Branded,0.0,May-24
127,,5,221,11769,28,2024-05-24 08:27:27.000000,SC2402400072,Branded,0.0,May-24
128,,5,222,11769,28,2024-05-24 08:29:02.000000,SC2402400073,Branded,0.0,May-24
129,,5,223,11769,28,2024-05-24 08:29:30.000000,SC2402400074,Branded,0.0,May-24
130,,5,224,11769,28,2024-05-24 08:30:12.000000,SC2402400075,Branded,0.0,May-24
131,,5,225,11769,28,2024-05-24 08:30:31.000000,SC2402400076,Branded,0.0,May-24
132,,5,226,11769,28,2024-05-24 08:31:52.000000,SC2402400077,Branded,0.0,May-24
133,,5,227,11769,28,2024-05-24 08:33:06.000000,SC2402400078,Branded,0.0,May-24
134,,5,228,11769,28,2024-05-24 08:33:36.000000,SC2402400079,Branded,0.0,May-24
135,,5,229,11769,28,2024-05-24 08:34:08.000000,SC2402400080,Branded,0.0,May-24
144,,5,238,11769,28,2024-05-24 08:44:21.000000,SC2402400089,Branded,0.0,May-24
145,,5,239,11769,28,2024-05-24 08:44:36.000000,SC2402400090,Branded,0.0,May-24
146,,5,240,11769,28,2024-05-24 08:44:57.000000,SC2402400091,Branded,0.0,May-24
147,,5,241,11769,28,2024-05-24 08:45:29.000000,SC2402400092,Branded,0.0,May-24
148,,5,242,11769,28,2024-05-24 08:46:16.000000,SC2402400093,Branded,0.0,May-24
149,,5,243,11769,28,2024-05-24 08:46:27.000000,SC2402400094,Branded,0.0,May-24
150,,5,244,11769,28,2024-05-24 08:46:40.000000,SC2402400095,Branded,0.0,May-24
151,,5,245,11769,28,2024-05-24 08:46:56.000000,SC2402400096,Branded,0.0,May-24
152,,5,246,11769,28,2024-05-24 08:48:28.000000,SC2402400097,Branded,0.0,May-24
153,,5,247,11769,28,2024-05-24 08:48:56.000000,SC2402400098,Branded,0.0,May-24
154,,5,248,11769,28,2024-05-24 08:49:23.000000,SC2402400099,Branded,0.0,May-24
155,,5,249,11769,28,2024-05-24 08:50:20.000000,SC2402400100,Branded,0.0,May-24
156,,5,250,11769,28,2024-05-24 08:50:52.000000,SC2402400101,Branded,0.0,May-24
157,,5,251,11769,28,2024-05-24 08:51:23.000000,SC2402400102,Branded,0.0,May-24
158,,5,252,11769,28,2024-05-24 08:51:35.000000,SC2402400103,Branded,0.0,May-24
159,,5,253,11769,28,2024-05-24 08:52:03.000000,SC2402400104,Branded,0.0,May-24
160,,5,254,11769,28,2024-05-24 09:38:57.000000,SC2402400105,Branded,0.0,May-24
161,,5,255,11769,28,2024-05-24 09:39:18.000000,SC2402400106,Branded,0.0,May-24
162,,5,256,11769,28,2024-05-24 09:40:06.000000,SC2402400107,Branded,0.0,May-24
167,,5,261,11769,28,2024-05-24 09:47:12.000000,SC2402400108,Branded,0.0,May-24
168,,5,262,11769,28,2024-05-24 09:48:08.000000,SC2402400109,Branded,0.0,May-24
169,,5,263,11769,28,2024-05-24 09:48:26.000000,SC2402400110,Branded,0.0,May-24
170,,5,264,11769,28,2024-05-24 09:50:07.000000,SC2402400111,Branded,0.0,May-24
171,,5,265,11769,28,2024-05-24 09:50:21.000000,SC2402400112,Branded,0.0,May-24
172,,5,266,11769,28,2024-05-24 09:54:08.000000,SC2402400113,Branded,0.0,May-24
50,,10,96,11480,28,2024-05-22 13:23:38.000000,SC2402400030,Branded,0.0,May-24
173,,5,96,11480,28,2024-05-22 13:23:38.000000,SC2402400030,Branded,0.0,May-24
174,,1,267,17007,28,2024-05-24 10:45:14.000000,SC2402400114,Branded,0.0,May-24
175,,1,268,17007,28,2024-05-24 10:46:00.000000,SC2402400115,Branded,0.0,May-24
176,,1,269,17007,28,2024-05-24 10:46:32.000000,SC2402400116,Branded,0.0,May-24
177,,1,270,17007,28,2024-05-24 10:47:13.000000,SC2402400117,Branded,0.0,May-24
178,,1,271,17007,28,2024-05-24 10:47:41.000000,SC2402400118,Branded,0.0,May-24
179,,1,272,17007,28,2024-05-24 10:48:16.000000,SC2402400119,Branded,0.0,May-24
180,,1,273,17007,28,2024-05-24 10:49:15.000000,SC2402400120,Branded,0.0,May-24
181,,1,274,17007,28,2024-05-24 11:01:51.000000,SC2402400121,Branded,0.0,May-24
182,,1,275,17007,28,2024-05-24 11:02:07.000000,SC2402400122,Branded,0.0,May-24
183,,1,276,17007,28,2024-05-24 11:02:36.000000,SC2402400123,Branded,0.0,May-24
184,,1,277,17007,28,2024-05-24 11:02:50.000000,SC2402400124,Branded,0.0,May-24
185,,1,278,17007,28,2024-05-24 11:03:12.000000,SC2402400125,Branded,0.0,May-24
186,,1,279,17007,28,2024-05-24 11:03:23.000000,SC2402400126,Branded,0.0,May-24
187,,1,280,17007,28,2024-05-24 11:03:34.000000,SC2402400127,Branded,0.0,May-24
188,,1,281,17007,28,2024-05-24 11:04:21.000000,SC2402400128,Branded,0.0,May-24
189,,1,282,18730,28,2024-05-27 13:53:48.000000,SC2402400129,Branded,0.0,May-24
190,,1,282,28030,28,2024-05-27 13:53:48.000000,SC2402400129,Branded,0.0,May-24
191,,1,282,22188,28,2024-05-27 13:53:48.000000,SC2402400129,Branded,0.0,May-24
192,,1,282,19959,28,2024-05-27 13:53:48.000000,SC2402400129,Generic,,May-24
193,,1,282,23676,28,2024-05-27 13:53:48.000000,SC2402400129,Branded,0.0,May-24
194,,1,283,18730,28,2024-05-27 13:56:55.000000,SC2402400130,Branded,0.0,May-24
195,,1,283,28030,28,2024-05-27 13:56:55.000000,SC2402400130,Branded,0.0,May-24
196,,1,283,22188,28,2024-05-27 13:56:55.000000,SC2402400130,Branded,0.0,May-24
197,,1,283,19959,28,2024-05-27 13:56:55.000000,SC2402400130,Generic,,May-24
198,,1,283,23676,28,2024-05-27 13:56:55.000000,SC2402400130,Branded,0.0,May-24
199,,1,284,18730,28,2024-05-27 13:57:12.000000,SC2402400131,Branded,0.0,May-24
200,,1,284,28030,28,2024-05-27 13:57:12.000000,SC2402400131,Branded,0.0,May-24
201,,1,284,22188,28,2024-05-27 13:57:12.000000,SC2402400131,Branded,0.0,May-24
202,,1,284,19959,28,2024-05-27 13:57:12.000000,SC2402400131,Generic,,May-24
203,,1,284,23676,28,2024-05-27 13:57:12.000000,SC2402400131,Branded,0.0,May-24
204,,1,285,18730,28,2024-05-27 13:58:05.000000,SC2402400132,Branded,0.0,May-24
205,,1,285,28030,28,2024-05-27 13:58:05.000000,SC2402400132,Branded,0.0,May-24
206,,1,285,22188,28,2024-05-27 13:58:05.000000,SC2402400132,Branded,0.0,May-24
207,,1,285,19959,28,2024-05-27 13:58:05.000000,SC2402400132,Generic,,May-24
208,,1,285,23676,28,2024-05-27 13:58:05.000000,SC2402400132,Branded,0.0,May-24
209,,1,286,18730,28,2024-05-27 13:59:40.000000,SC2402400133,Branded,0.0,May-24
210,,1,286,28030,28,2024-05-27 13:59:40.000000,SC2402400133,Branded,0.0,May-24
211,,1,286,22188,28,2024-05-27 13:59:40.000000,SC2402400133,Branded,0.0,May-24
212,,1,286,19959,28,2024-05-27 13:59:40.000000,SC2402400133,Generic,,May-24
213,,1,286,23676,28,2024-05-27 13:59:40.000000,SC2402400133,Branded,0.0,May-24
214,,1,287,18730,28,2024-05-27 13:59:41.000000,SC2402400134,Branded,0.0,May-24
215,,1,287,28030,28,2024-05-27 13:59:41.000000,SC2402400134,Branded,0.0,May-24
216,,1,287,22188,28,2024-05-27 13:59:41.000000,SC2402400134,Branded,0.0,May-24
217,,1,287,19959,28,2024-05-27 13:59:41.000000,SC2402400134,Generic,,May-24
218,,1,287,23676,28,2024-05-27 13:59:41.000000,SC2402400134,Branded,0.0,May-24
219,,1,288,18730,28,2024-05-27 14:00:23.000000,SC2402400135,Branded,0.0,May-24
220,,1,288,28030,28,2024-05-27 14:00:23.000000,SC2402400135,Branded,0.0,May-24
221,,1,288,22188,28,2024-05-27 14:00:23.000000,SC2402400135,Branded,0.0,May-24
222,,1,288,19959,28,2024-05-27 14:00:23.000000,SC2402400135,Generic,,May-24
223,,1,288,23676,28,2024-05-27 14:00:23.000000,SC2402400135,Branded,0.0,May-24
224,,1,289,18730,28,2024-05-27 14:00:24.000000,SC2402000002,Branded,0.0,May-24
225,,1,289,28030,28,2024-05-27 14:00:24.000000,SC2402000002,Branded,0.0,May-24
